"","phecode","ctrl_w_dz","ctrl_exp","case_w_dz","case_exp","hazard_ratio","pval","PheWASString"
"494","297.2",30,61.7190350225234,73,41.2809649774766,4.51286053056672,7.77504573246755e-10,"Suicide or self-inflicted injury"
"495","300",102,72.2144394272196,29,58.7855605727804,0.336990393284537,3.11888883236697e-07,"Anxiety, phobic and dissociative disorders"
"496","300.1",749,720.189561995725,607,635.810438004275,0.914869522840623,0.107912443670425,"Anxiety disorder"
"497","300.11",427,623.747797053921,691,494.252202946079,2.12680393773246,2.25657340377166e-32,"Generalized anxiety disorder"
"498","300.12",166,208.124469194642,213,170.875530805359,1.59964566575642,1.05625158564703e-05,"Agorophobia, social phobia, and panic disorder"
"499","300.13",8,7.71666964266108,6,6.28333035733892,0.918931615824365,0.877287676984002,"Phobia"
"500","300.2",1,0.500158780565259,0,0.499841219434741,4.57682731668641e-09,0.998963822369435,"Generalized anxiety & phobic disorders"
"501","300.3",91,120.634300262817,128,98.3656997371832,1.78399345613344,4.65396353576061e-05,"Obsessive-compulsive disorder"
"502","300.4",148,118.271905330206,63,92.7280946697943,0.529026906418327,3.11785116067603e-05,"Dysthymic disorder"
"503","300.8",23,16.8689302960981,7,13.1310697039019,0.375025795656754,0.0250611656989155,"Acute reaction to stress"
"504","300.9",242,306.374731312751,323,258.62526868725,1.60895452641135,4.29193586480856e-08,"Posttraumatic stress disorder"
"505","301",61,71.4097330540656,69,58.5902669459344,1.39675728564955,0.0628731194055847,"Personality disorders"
"506","301.1",11,12.5215125761694,13,11.4784874238306,1.2908029843044,0.534206895199695,"Schizoid personality disorder"
"507","301.2",83,103.680931427003,105,84.3190685729972,1.59976824961902,0.00203227883468346,"Antisocial/borderline personality disorder"
"508","302",16,26.2453844407777,30,19.7546155592223,2.89780561188486,0.00218145828316852,"Sexual and gender identity disorders"
"509","302.1",4,2.93112262902032,1,2.06887737097968,0.347013498835766,0.347340591186835,"Decreased libido"
"510","303",2,1.63646354669907,1,1.36353645330093,0.595353971087436,0.674140314622804,"Psychogenic and somatoform disorders"
"511","303.1",32,27.2572228222231,18,22.7427771777769,0.662127117880303,0.169595886122185,"Dissociative disorder"
"512","303.3",4,4.33379674540914,2,1.66620325459086,1.41010516286422,0.733662430119528,"Psychogenic disorder"
"513","303.31",1,0.521260146888288,0,0.478739853111712,4.966028565596e-09,0.998969684596386,"Gastrointestinal malfunction arising from mental factors"
"514","303.4",36,33.1975933238532,25,27.8024066761468,0.82351325778511,0.463321220008911,"Somatoform disorder"
"515","304",272,224.419810047433,140,187.580189952567,0.605230994644026,1.9493535463654e-06,"Adjustment reaction"
"516","305",0,0,0,0,NA,NA,"Misc. neuroses"
"517","305.1",13,7.4328443428468,0,5.5671556571532,5.30502709108304e-09,0.996423341915449,"Tension headache"
"518","305.2",66,52.2359979052402,31,44.7640020947598,0.540073643000529,0.00506441765618927,"Eating disorder"
"519","305.21",33,29.5641302234909,22,25.4358697765091,0.769223584377402,0.346642984831319,"Anorexia nervosa"
"520","306",286,326.599004607116,257,216.400995392884,1.39765179346982,0.000219939141575557,"Random mental disorder. Ignored for now"
"521","306.1",22,17.3770072682808,8,12.6229927317192,0.48063230405273,0.082475794534989,"Mental disorders durring/after pregnancy"
"522","306.9",9,10.0461564402471,7,5.95384355975288,1.35859628317247,0.569042901038447,"Tension headache"
"523","312",129,84.3228020973698,28,72.6771979026302,0.244194972151823,1.76969611016787e-11,"Conduct disorders"
"524","312.3",67,48.2585941284866,23,41.7414058715134,0.38863336923919,0.000103777506744866,"Impulse control disorder"
"525","313",32,30.6923449651503,23,24.3076550348497,0.902680766486418,0.715115606549143,"Pervasive developmental disorders"
"526","313.1",333,329.794161570069,293,296.205838429931,0.978877027371524,0.792305776966112,"Attention deficit hyperactivity disorder"
"527","313.2",20,18.1210656119549,13,14.8789343880451,0.784022138119778,0.502538350228075,"Tics and stuttering"
"528","313.3",127,112.265106209687,90,104.734893790313,0.75695937486499,0.0443831554328333,"Autism"
"529","315",72,61.4112243277619,34,44.5887756722381,0.629380323294104,0.030852873008495,"Develomental delays and disorders"
"530","315.1",13,15.9171790737763,14,11.0828209262237,1.63951817284416,0.233728021769944,"Learning disorder"
"531","315.2",38,25.9424570997312,7,19.0575429002688,0.236491730005814,0.000525321467325934,"Speech and language disorder"
"532","315.3",43,37.0182671693255,26,31.9817328306745,0.693920347378588,0.14548783824637,"Mental retardation"
"533","316",554,555.584290387535,511,509.415709612465,1.00517838099462,0.933525244364706,"Substance addiction and disorders"
"534","316.1",0,0,0,0,NA,NA,"Polyneuropathy due to drugs"
"535","317",182,210.89462084477,207,178.10537915523,1.36523279579943,0.00275485579472396,"Alcohol-related disorders"
"536","317.1",176,167.090976647963,133,141.909023352037,0.885681846833673,0.29917231365406,"Alcoholism"
"537","317.11",21,17.1162051984467,10,13.8837948015533,0.576480618224331,0.157188513740791,"Alcoholic liver damage"
"538","318",357,391.818019852971,347,312.181980147029,1.23341309452543,0.00687015603231653,"Tobacco use disorder"
"539","320",14,8.16451133630812,1,6.83548866369188,0.0798044014922247,0.0149055732131554,"Meningitis"
"540","323",24,12.5225421255903,0,11.4774578744097,4.79856404063428e-09,0.994977488460905,"Encephalitis"
"541","323.2",0,0,0,0,NA,NA,"Acute (transverse) myelitis"
"542","323.8",3,2.05188767925171,0,0.948112320748289,5.02085379704825e-09,0.998545919303597,"Encephalitis, non-infectious"
"543","324",12,10.2009497975327,6,7.79905020246726,0.642455957657556,0.384749385081312,"CNS infection and poliomyelitis"
"544","324.1",0,0,0,0,NA,NA,"Jakob-Creutzfeldt disease"
"545","325",2,1.38179916317992,0,0.618200836820084,5.75410097566253e-09,0.998777116167273,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"546","327",21,22.7811112408137,18,16.2188887591863,1.2271441879225,0.545483340505425,"Sleep disorders"
"547","327.1",17,19.6970936150313,16,13.3029063849687,1.42908896631918,0.324974284734525,"Hypersomnia"
"548","327.3",60,49.4485093699811,30,40.5514906300188,0.600612094910743,0.0243229438964049,"Sleep apnea"
"549","327.31",13,11.0427689516161,5,6.9572310483839,0.578271749613798,0.31786776186863,"Central/nonobstroctive sleep apnea"
"550","327.32",174,179.358494021653,151,145.641505978347,1.07186180434507,0.541808527559834,"Obstructive sleep apnea"
"551","327.4",205,231.659052989683,210,183.340947010317,1.31060082508804,0.00724251977522641,"Insomnia"
"552","327.41",16,30.4026650246893,33,18.5973349753107,4.47799497897148,3.13323601783057e-05,"Organic or persistent insomnia"
"553","327.5",10,10.4643512979855,9,8.53564870201453,1.10787111423269,0.827169730292251,"Parasomnia"
"554","327.6",3,5.77809568990886,7,4.22190431009114,3.33803362030433,0.0861983274821919,"Circadian rhythm sleep disorder"
"555","327.7",8,5.64346977202673,1,3.35653022797327,0.192590700344049,0.124949498510909,"Sleep related movement disorders"
"556","327.71",27,31.470032352995,29,24.529967647005,1.39962078961182,0.220576593950995,"Restless legs syndrome"
"557","327.72",0,0,0,0,NA,NA,"Sleep related leg cramps"
"558","331",31,18.5921209774126,1,13.4078790225874,0.0406199163555859,0.00165926954198321,"Other cerebral degenerations"
"559","331.1",5,6.56892948894832,5,3.43107051105168,2.42660831653457,0.256766585210487,"Hydrocephalus"
"560","331.9",5,5.19635427969179,2,1.80364572030821,1.20133068912626,0.848404719215996,"Cerebral degeneration, unspecified"
"561","332",37,41.4069576174439,38,33.5930423825561,1.2837402249597,0.294708647361615,"Parkinson's disease"
"562","333",12,12.5620270196836,10,9.43797298031644,1.11399245239777,0.805019194279813,"Extrapyramidal disease and abnormal movement disorders"
"563","333.1",18,25.412783481321,26,18.587216518679,2.11137269621262,0.0218978877952965,"Essential tremor"
"564","333.2",4,6.79913819783605,7,4.20086180216395,3.17169948281511,0.0859411179027123,"Myoclonus"
"565","333.3",2,1.52482690405539,1,1.47517309594461,0.516651205379725,0.589835825687058,"Tics and choreas"
"566","333.4",24,21.7853140264609,13,15.2146859735391,0.759136220120991,0.440382886716256,"Torsion dystonia"
"567","333.8",3,3.36313645958944,3,2.63686354041056,1.28269251684105,0.763154124623476,"Other degenerative diseases of the basal ganglia"
"568","334",1,2.00950603205357,3,1.99049396794643,3.02880656576002,0.337214165849661,"Degenerative disease of the spinal cord"
"569","334.1",1,0.592706098682194,0,0.407293901317806,6.3273121317468e-09,0.999006766731234,"Spinocerebellar disease"
"570","334.2",2,1.16249380885377,0,0.837506191146232,6.07600855444008e-09,0.998585173163869,"Anterior horn cell disease"
"571","334.21",1,0.544175317185698,0,0.455824682814302,5.39548465498114e-09,0.998978821350544,"Amyotrophic Lateral Sclerosis"
"572","335",24,16.9802345253554,8,15.0197654746446,0.370920436007644,0.0156776304322531,"Multiple sclerosis"
"573","337",12,6.95509717376991,1,6.04490282623009,0.094474862851519,0.0235611966810482,"Disorders of the autonomic nervous system"
"574","337.1",13,12.6273318385633,8,8.37266816143672,0.921932797177248,0.862246855861274,"Peripheral autonomic neuropathy"
"575","338",119,65.5103597902938,0,53.4896402097062,5.09845510720661e-09,0.989025164496361,"Pain NEC"
"576","338.1",33,52.1242646983508,50,30.8757353016492,3.09995903527245,1.047731353083e-05,"Acute pain"
"577","338.2",61,110.834037904674,121,71.1659620953261,3.86794003931056,8.51100880081801e-14,"Chronic pain"
"578","339",323,232.488164965356,99,189.511835034644,0.363433263959728,2.86538723021582e-18,"Other headache syndromes"
"579","340",150,120.493306232713,73,102.506693767287,0.562778845668379,6.80349823947132e-05,"Migraine"
"580","340.1",31,23.8877227325773,10,17.1122772674227,0.433498392637565,0.0238344492962469,"Migrain with aura"
"581","341",6,3.31036548396974,0,2.68963451603026,5.2537259600565e-09,0.997521319202494,"Other demyelinating diseases of central nervous system"
"582","342",32,23.3453742044627,8,16.6546257955373,0.333174828869801,0.00615224146540953,"Hemiplegia"
"583","343",3,3.07213066841574,3,2.92786933158426,1.04937655183598,0.952952537613122,"Infantile cerebral palsy"
"584","344",21,18.6023781189718,12,14.3976218810282,0.726697027356058,0.38834184592729,"Other paralytic syndromes"
"585","345",116,93.7740416171441,51,73.2259583828559,0.546516078345161,0.000420621381400306,"Epilepsy, recurrent seizures, convulsions"
"586","345.1",57,47.0995674476332,23,32.9004325523668,0.553301099674531,0.0200097547794543,"Epilepsy"
"587","345.11",50,31.2192813305687,5,23.7807186694313,0.122924668758949,8.79736719053618e-06,"Generalized convulsive epilepsy"
"588","345.12",55,40.8260529305477,18,32.1739470694523,0.403169227967297,0.000942840159535087,"Partial epilepsy"
"589","345.3",228,154.92102566711,62,135.07897433289,0.301984070688489,1.06326455927067e-16,"Convulsions"
"590","346",19,10.4815284642443,0,8.5184715357557,4.97988086664682e-09,0.995632873249702,"Abnormal findings on study of brain, nervous system"
"591","346.1",2,2.54325357004871,2,1.45674642995129,1.81466358186364,0.56529981107133,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"592","346.2",2,5.98216077142859,7,3.01783922857142,14.7828077533262,0.0149702266850407,"Nonspecific abnormal results of function study of brain and central nervous system"
"593","346.3",0,0.500729217306757,1,0.499270782693243,219270146.486494,0.998963626667934,"Nonspecific abnormal findings in cerebrospinal fluid"
"594","347",7,6.37475672851274,4,4.62524327148726,0.775797681275609,0.693595284898213,"Cataplexy and narcolepsy"
"595","348",222,119.384290457977,1,103.615709542023,0.00494584257867146,1.18014398529922e-07,"Other conditions of brain"
"596","348.1",119,63.8664623850242,0,55.1335376149758,4.91931975729596e-09,0.988930612907937,"Coma; stupor; and brain damage"
"597","348.2",31,18.4294298833287,3,15.5705701166713,0.108464455276735,0.000251686398727247,"Cerebral edema and compression of brain"
"598","348.4",2,1.00187257315815,0,0.998127426841845,4.59103485618919e-09,0.99853487197946,"Cerebral cysts"
"599","348.7",7,8.67397103060623,6,4.32602896939377,1.89716683932326,0.300155236551003,"Coma"
"600","348.8",58,99.782107423805,106,64.217892576195,3.53801669046122,2.32013613283371e-11,"Encephalopathy, not elsewhere classified"
"601","348.9",25,17.1085776666011,6,13.8914223333989,0.281237340569688,0.00577134239366235,"Other conditions of brain, NOS"
"602","349",58,50.0227229514001,27,34.9772770485999,0.644013883235104,0.0675019246923691,"Other disorders of the nervous system"
"603","350",0,0,0,0,NA,NA,"Abnormal movement"
"604","350.1",52,54.359902210174,37,34.640097789826,1.13239757152677,0.587196565285316,"Abnormal involuntary movements"
"605","350.2",247,228.751984774596,161,179.248015225404,0.823709305250848,0.0616196136037086,"Abnormality of gait"
"606","350.3",79,74.9778708654786,52,56.0221291345214,0.873485583832788,0.462684630144835,"Lack of coordination"
"607","350.5",1,0.522144522144522,0,0.477855477855478,4.98247317517758e-09,0.998969985582281,"Abnormal reflex"
"608","350.6",1,2.20533443528909,3,1.79466556471091,3.80735058087078,0.252132472507999,"Disturbances of sensation of smell and taste"
"609","351",83,66.934429352703,26,42.0655706472969,0.478657200550052,0.00133435041410276,"Other peripheral nerve disorders"
"610","352",0,0,0,0,NA,NA,"Disorders of other cranial nerves"
"611","352.1",9,5.67994736889479,1,4.32005263110521,0.134887396322993,0.059051055474857,"Trigeminal nerve disorders"
"612","352.2",7,5.24368418412496,1,2.75631581587504,0.236014932013135,0.187679720876823,"Facial nerve disorders"
"613","353",2,1.39263999021277,0,0.607360009787235,7.29030440396089e-09,0.998748372265584,"Nerve root and plexus disorders"
"614","353.1",5,4.04942511378503,3,3.95057488621497,0.614958784471553,0.505603465332457,"Nerve plexus lesions"
"615","353.2",4,2.63598361290612,1,2.36401638709388,0.277217469225597,0.251900891429921,"Nerve root lesions"
"616","355",10,9.36468818169632,7,7.63531181830368,0.855422922968803,0.754044705830287,"Complex regional/central pain syndrome"
"617","355.1",107,97.0206992731812,66,75.9793007268189,0.778121275377116,0.117089912666492,"Chronic pain syndrome"
"618","356",63,39.7412231811553,8,31.2587768188447,0.154094787839442,7.17472825865917e-07,"Hereditary and idiopathic peripheral neuropathy"
"619","357",34,45.4264530136775,42,30.5735469863225,1.98335121139856,0.00587784939303474,"Inflammatory and toxic neuropathy"
"620","358",2,2.00230189842807,2,1.99769810157193,1.00238417293412,0.998099974169677,"Myoneural disorders"
"621","358.1",4,3.66805800869241,2,2.33194199130759,0.775276375559985,0.77493569871725,"Myasthenia gravis"
"622","359",8,5.33873581079946,0,2.66126418920054,5.56176672752792e-09,0.997498182705376,"Muscular dystrophies and other myopathies"
"623","359.1",2,2.38220592901879,1,0.617794070981211,2.73544575505754,0.528565804416289,"Muscular dystrophies"
"624","359.2",4,7.27161588525045,7,3.72838411474955,5.24468919700406,0.0421128722473548,"Myopathy"
"625","360",2,1.04933715636902,0,0.950662843630978,4.99877589972321e-09,0.998545241389105,"Disorders of the globe"
"626","360.2",2,2.32170865049663,2,1.67829134950337,1.39074336135102,0.743588617533232,"progressive myopia"
"627","360.3",0,0,0,0,NA,NA,"Hypotony of eye"
"628","361",2,5.08510777924884,6,2.91489222075116,6.11587796714095,0.0344019058377274,"Retinal detachments and defects"
"629","361.1",1,1.39160835499765,1,0.608391645002348,2.76136330811954,0.520741732909133,"Retinal detachment with retinal defect"
"630","361.2",1,0.731752963194011,0,0.268247036805989,9.15514981483412e-09,0.999144462702795,"Retinoschisis and retinal cysts"
"631","362",4,3.73671927152141,3,3.26328072847859,0.858606903849052,0.841957891437476,"Retinal disorders"
"632","362.1",0,0,0,0,NA,NA,"Retinopathy of prematurity"
"633","362.2",0,0,0,0,NA,NA,"Macular degeneration"
"634","362.21",11,13.6217888826172,14,11.3782111173828,1.53506139619896,0.291867777260852,"Macular degeneration, dry"
"635","362.22",8,6.50468042767688,4,5.49531957232312,0.585219945597095,0.386023331698641,"Macular degeneration, wet"
"636","362.23",7,5.45522832427721,1,2.54477167572279,0.265348841452698,0.228833995800368,"Cystoid macular degeneration of retina"
"637","362.26",7,6.62393498618586,5,5.37606501381414,0.877829597914761,0.825576532900764,"Macular puckering of retina"
"638","362.27",7,5.56883657207612,2,3.43116342792388,0.43694147395091,0.314337800041985,"Retinal drusen"
"639","362.29",4,2.69604661329333,1,2.30395338670667,0.290209878942169,0.269630502135733,"Age-related macular degeneration"
"640","362.3",2,3.85523594906856,4,2.14476405093144,5.49712410239221,0.130254556629763,"Other nondiabetic retinopathy"
"641","362.31",0,0.625385802469136,1,0.374614197530864,1128458816.44523,0.999360318932269,"Separation of retinal layers"
"642","362.4",10,7.05529240641107,2,4.94470759358893,0.264760280401274,0.0912155568118034,"Retinal vascular changes and abnomalities"
"643","362.5",0,0,0,0,NA,NA,"Toxic maculopathy of retina"
"644","362.6",2,1.8296398961662,1,1.1703601038338,0.780433991878888,0.840077222505439,"Peripheral retinal degenerations"
"645","362.7",1,0.853868194842407,0,0.146131805157593,1.18226202753917e-08,0.999344890129509,"Hereditary retinal dystrophies"
"646","362.8",2,2.02209151739785,2,1.97790848260215,1.02234583198802,0.982371283398975,"Retinal hemorrhage/ischemia"
"647","362.9",2,1.53429085144013,1,1.46570914855987,0.523105900922396,0.596903685314453,"Retinal edema and hypertensive retinopathy"
"648","363",0,0.50171484566389,1,0.49828515433611,220139767.678589,0.998963423573408,"Disorders of choroid"
"649","363.3",1,1.7376174159283,2,1.2623825840717,2.80386230165082,0.403904939980789,"Chorioretinal scars"
"650","363.4",1,0.515771997786386,0,0.484228002213614,4.86421510373112e-09,0.998967910794506,"Choroidal degenerations"
"651","364",0,0.510494485948061,1,0.489505514051939,228169763.828551,0.998961854970149,"Disorders of cornea"
"652","364.1",2,1.03918884513182,0,0.960811154868176,4.91585216951461e-09,0.998542542908549,"Corneal opacity"
"653","364.2",4,3.02592686111121,1,1.97407313888878,0.367795368603734,0.378017258248324,"Corneal edema"
"654","364.4",0,0,0,0,NA,NA,"Corneal degenerations"
"655","364.41",3,2.05414084100877,0,0.945859158991226,5.06953546730556e-09,0.998545917333823,"Keratoconus"
"656","364.5",1,2.07907412994858,2,0.920925870051425,263020536.573406,0.998530965080834,"Corneal dystrophy"
"657","364.51",2,1.42199708799293,0,0.578002912007074,7.83830317246974e-09,0.998767363357193,"Fuchs' dystrophy"
"658","364.9",6,4.07853592876476,0,1.92146407123524,4.98526410772987e-09,0.997930599999022,"Cornea replaced by transplant"
"659","365",31,24.5758934114755,13,19.4241065885245,0.521344951765361,0.0512553915668533,"Glaucoma"
"660","365.1",16,21.1018066822465,19,13.8981933177535,1.964021601115,0.0688188887291172,"Open-angle glaucoma"
"661","365.11",15,21.1672943508021,24,17.8327056491979,1.95821015907912,0.0474319325289802,"Primary open angle glaucoma"
"662","365.2",6,7.18116175500253,6,4.81883824499747,1.5548097557619,0.471355993461658,"Primary angle-closure glaucoma"
"663","365.5",0,0,0,0,NA,NA,"Pseudoexfoliation glaucoma"
"664","366",45,43.5647635814869,30,31.4352364185131,0.920070409940085,0.730309955974933,"Cataract"
"665","366.1",1,0.688434695912263,0,0.311565304087737,8.24973784756967e-09,0.999092551908662,"Nonsenile Cataract"
"666","366.2",92,83.9511382387299,50,58.0488617612702,0.773024170930472,0.155100248170061,"Senile cataract"
"667","366.3",0,0,0,0,NA,NA,"Traumatic cataract"
"668","367",3,2.11896081397303,0,0.881039186026969,5.66333833569024e-09,0.998567047359791,"Disorders of refraction and accommodation"
"669","367.1",36,26.1016851902856,8,17.8983148097144,0.313636988199041,0.00328889270296555,"Myopia"
"670","367.2",15,14.9973124449144,7,7.00268755508562,0.99934080901399,0.998937859074163,"Astigmatism"
"671","367.4",9,9.67552706752092,6,5.32447293247908,1.25729376493789,0.693527294880217,"Presbyopia"
"672","367.8",6,5.71258426877924,4,4.28741573122076,0.884215481049714,0.851515412588784,"Hypermetropia"
"673","367.9",16,9.69936331722696,2,8.30063668277304,0.139247971497035,0.00884887627135374,"Blindness and low vision"
"674","368",21,17.0579298372155,8,11.9420701627845,0.528437746374207,0.131819943201651,"Visual disturbances"
"675","368.1",3,1.5904474387501,0,1.4095525612499,5.07973238716941e-09,0.998222476387082,"Amblyopia"
"676","368.2",10,9.08607587592669,7,7.91392412407331,0.802699896721737,0.656479938797433,"Diplopia and disorders of binocular vision"
"677","368.3",0,0,0,0,NA,NA,"Anisometropia"
"678","368.4",10,6.86263369852605,3,6.13736630147395,0.334020690880551,0.0962535935341701,"Visual field defects"
"679","368.5",0,0,0,0,NA,NA,"Color vision deficiencies"
"680","368.7",2,1.62251908396947,0,0.377480916030534,6.91423318290839e-09,0.999029258761104,"Disorders of accommodation"
"681","368.9",15,9.78669556888739,0,5.21330443111261,5.61294682967799e-09,0.99649387672704,"Subjective visual disturbances"
"682","368.91",6,7.29035666994421,5,3.70964333005579,1.88658741698473,0.36852211372546,"Psychophysical visual disturbances"
"683","369",1,1.00088127915226,1,0.999118720847744,1.00176411354042,0.999005582806521,"Infection of the eye"
"684","369.2",6,5.72356337176743,4,4.27643662823257,0.885000199835016,0.854690520015013,"Eye infection, viral"
"685","369.5",27,23.8304487494888,12,15.1695512505112,0.677414855027889,0.278116246157523,"Conjunctivitis, infectious"
"686","370",3,1.93679720297839,0,1.06320279702161,5.41353004849623e-09,0.998425700825317,"Keratitis"
"687","370.1",2,2.00147589373565,1,0.998524106264349,1.00295615688402,0.998334630442039,"Corneal ulcer"
"688","370.2",8,7.43848380617621,4,4.56151619382379,0.798325188145517,0.725200888378833,"Superficial keratitis"
"689","370.3",1,0.5,0,0.5,4.57392214019943e-09,0.998963794753727,"Keratoconjunctivitis"
"690","370.31",6,3.44205093032786,0,2.55794906967214,5.71458416479781e-09,0.997545956264581,"Keratoconjunctivitis sicca"
"691","371",2,1.55235310244238,1,1.44764689755762,0.536008271921305,0.610709378701292,"Inflammation of the eye"
"692","371.1",6,6.23708891450947,5,4.76291108549053,1.09234391399252,0.884681328425558,"Uveitis"
"693","371.2",0,0,0,0,NA,NA,"Conjunctivitis, noninfectious"
"694","371.21",7,6.32158803631546,3,3.67841196368454,0.703127198158464,0.63077912815545,"Allergic conjunctivitis"
"695","371.3",27,27.8847997718429,18,17.1152002281571,1.0952498579228,0.775981589920104,"Inflammation of eyelids"
"696","371.33",0,0.584670231729055,1,0.415329768270945,882543607.259007,0.999343607099338,"Noninfectious dermatoses of eyelid"
"697","371.9",2,1.56259541984733,0,0.437404580152672,5.74565810939217e-09,0.998988122242983,"Chronic inflammatory disorders of orbit"
"698","372",8,7.19258089908204,3,3.80741910091796,0.683585165540997,0.590520202203835,"Disorders of conjunctiva"
"699","374",5,4.09581261770686,2,2.90418738229314,0.532558101234055,0.467161648395658,"Other disorders of eyelids"
"700","374.1",3,2.67624595906403,1,1.32375404093597,0.651835466947897,0.720785315701039,"Ectropion or entropion"
"701","374.2",0,0,0,0,NA,NA,"Lagophthalmos"
"702","374.3",7,6.2005228989377,3,3.7994771010623,0.666499454703726,0.577009324376909,"Ptosis of eyelid"
"703","374.6",5,5.18155929315983,3,2.81844070684018,1.11668948252618,0.886893472093642,"Dermatochalasis"
"704","375",1,1,0,0,NA,NA,"Disorders of lacrimal system"
"705","375.1",34,28.497236363239,14,19.502763636761,0.582090801982972,0.0966105031884894,"Dry eyes"
"706","375.2",1,1.26354635133997,1,0.736453648660028,1.77346432455545,0.694377761624301,"Epiphora"
"707","376",1,0.630666141111549,0,0.369333858888451,7.07649724454325e-09,0.999036076859908,"Disorders of the orbit"
"708","377",4,2.62001909534582,1,2.37998090465418,0.274407615913214,0.247823000985328,"Disorders of optic nerve and visual pathways"
"709","377.1",8,5.48068595009017,1,3.51931404990983,0.187905895975277,0.117200570164476,"Optic atrophy"
"710","377.3",4,2.60686089394823,0,1.39313910605177,6.43297811281889e-09,0.998138996781892,"Optic neuritis/neuropathy"
"711","378",2,2.79086470381315,3,2.20913529618685,1.92002744733103,0.479404191502925,"Disorders of binocular eye movements"
"712","378.1",3,3.95525024705183,4,3.04474975294817,1.78685921261771,0.46102027742703,"Strabismus (not specified as paralytic)"
"713","378.2",6,3.83814019019068,1,3.16185980980932,0.194226616367719,0.131628228916207,"Nystagmus and other irregular eye movements"
"714","378.5",2,1.63036428979376,1,1.36963571020624,0.591420706166817,0.669766010075269,"Paralytic strabismus"
"715","379",2,1.00039937644852,0,0.999600623551484,4.5775757614541e-09,0.998534620675942,"Other disorders of eye"
"716","379.1",2,2.11279061685861,2,1.88720938314139,1.11970724292642,0.910039532019916,"Scleritis and episcleritis"
"717","379.2",33,29.3596531865382,15,18.6403468134618,0.696377590592009,0.261530331389896,"Disorders of vitreous body"
"718","379.3",0,1.01804399412424,2,0.981956005875756,226826056.81471,0.998532172252614,"Aphakia and other disorders of lens"
"719","379.4",3,2.40431320867526,0,0.595686791324741,6.35783625484171e-09,0.998782179022888,"Anomalies of pupillary function"
"720","379.5",2,2.09389938406912,2,1.90610061593088,1.09894115864467,0.924984558066491,"Disorders of iris and ciliary body"
"721","379.51",1,0.997226074895978,0,0.00277392510402219,8.27881927545399e-07,0.999463784778347,"Pigmentary iris degeneration"
"722","379.9",4,4.4520359662412,4,3.5479640337588,1.26055570057524,0.745827511266587,"Pain, swelling or discharge of eye"
"723","380",1,0.780923994038748,0,0.219076005961252,1.02090221211815e-08,0.99921432587959,"Other disorders of external ear"
"724","380.1",21,14.5553507692188,4,10.4446492307812,0.255003615366777,0.0129747636709695,"Otitis externa"
"725","380.4",33,31.1122539547927,23,24.8877460452073,0.866894627108483,0.605157983502169,"Impacted cerumen"
"726","381",0,0,0,0,NA,NA,"Eustachian tube disorders"
"727","381.1",9,7.36027298174892,3,4.63972701825108,0.503741691195995,0.317122469630298,"Otitis media"
"728","381.11",16,13.5436610269493,7,9.45633897305068,0.606776365646041,0.283067582418358,"Suppurative and unspecified otitis media"
"729","381.2",9,9.1272298315541,5,4.8727701684459,1.04618621170332,0.939470137126649,"Eustachian tube disorders"
"730","381.3",4,2.67760347307102,1,2.32239652692898,0.286320863037491,0.264227496510253,"Mastoiditis"
"731","381.9",1,1.40809471159045,1,0.591905288409549,2.80386174845188,0.507321969431199,"Otorrhea"
"732","382",16,14.2126785976873,8,9.78732140231266,0.70780045982277,0.440283904751065,"Otalgia"
"733","383",1,0.543240782885753,0,0.456759217114247,5.37783536467146e-09,0.998978407454714,"Otosclerosis"
"734","384",1,1.32056650627331,1,0.679433493726685,1.98530241267202,0.633320793890862,"Other disorders of tympanic membrane"
"735","384.1",0,0.580132832803927,1,0.419867167196073,861030487.037111,0.999342420227248,"Myringitis"
"736","384.4",6,4.73398586511422,2,3.26601413488578,0.462953201265496,0.355507929400188,"Perforation of tympanic membrane"
"737","385",0,0,0,0,NA,NA,"Other disorders of middle ear and mastoid"
"738","385.3",0,0.594560800250078,1,0.405439199749922,932927583.73385,0.999346638921405,"Cholesteatoma"
"739","385.5",0,0,0,0,NA,NA,"Tympanosclerosis and middle ear disease related to otitis media"
"740","386",1,1.10243792254028,1,0.897562077459724,1.22911154341257,0.884218589766351,"Vertiginous syndromes and other disorders of vestibular system"
"741","386.1",3,2.58280571174087,2,2.41719428825913,0.712140110359208,0.710093089042423,"Meniere's disease"
"742","386.2",9,8.45951279059373,6,6.54048720940628,0.858232297427681,0.775064453201835,"Peripheral or central vertigo"
"743","386.21",4,3.10581259256658,2,2.89418740743342,0.535543166192634,0.471472206494443,"Central origin vertigo"
"744","386.3",1,1,0,0,NA,NA,"Labyrinthitis"
"745","386.9",152,128.958241704287,75,98.0417582957134,0.635893035846286,0.00164882879412446,"Light-headedness and vertigo"
"746","388",0,0,0,0,NA,NA,"Other disorders of ear"
"747","389",15,23.4451487195366,27,18.5548512804634,2.33871548830622,0.00968969471591645,"Hearing loss"
"748","389.1",27,26.3410271607448,18,18.6589728392552,0.937313677391987,0.836701652375708,"Sensorineural hearing loss"
"749","389.2",10,7.37708710843335,4,6.62291289156666,0.444781370421378,0.171252164231657,"Conductive hearing loss"
"750","389.3",2,1.09670470609042,0,0.903295293909578,5.36165335194276e-09,0.998560922155499,"Degenerative and vascular disorders of ear"
